dvcat,weight,dead,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity,caseid
55+,27.078,dead,none,belted,1,m,67,1997,1992,unavail,driver,0,4,0.138206019
24-Oct,44.333,alive,airbag,belted,1,m,67,1997,1997,deploy,driver,1,1,0.186828704
25-39,25.492,alive,none,belted,1,m,67,1997,1986,unavail,driver,0,3,0.19099537
40-54,38.873,alive,airbag,none,1,f,67,1997,1995,deploy,driver,1,3,0.263900463
24-Oct,846.238,alive,none,belted,0,f,67,1997,1986,unavail,pass,0,1,0.348634259
24-Oct,99.996,alive,airbag,none,1,f,67,1997,1997,deploy,driver,1,3,8:27:02
24-Oct,227.024,alive,none,belted,1,f,67,1997,1995,unavail,driver,0,1,0.41599537
24-Oct,935.429,alive,none,belted,1,m,67,1997,1984,unavail,driver,0,0,0.454178241
24-Oct,2751.262,alive,airbag,belted,0,f,67,1997,1996,deploy,driver,1,2,0.431956019
24-Oct,378.095,alive,airbag,belted,1,m,67,1997,1996,nodeploy,driver,0,0,0.531979167
40-54,46.839,alive,airbag,belted,1,f,67,1997,1994,deploy,driver,1,1,0.534733796
25-39,34.379,alive,airbag,belted,0,m,67,1997,1996,deploy,driver,1,3,0.603483796
40-54,381.152,alive,airbag,belted,1,f,67,1997,1995,deploy,pass,1,1,0.653483796
25-39,51.137,alive,none,belted,0,f,67,1997,1992,unavail,pass,0,0,43:15:02
24-Oct,75.528,alive,none,belted,0,m,67,1997,1989,unavail,pass,0,0,43:29:01
24-Oct,769.204,alive,airbag,belted,0,f,67,1997,1994,nodeploy,driver,0,1,43:60:1
24-Oct,56.809,alive,airbag,belted,0,f,67,1997,1996,nodeploy,pass,0,3,45:02:01
55+,52.382,dead,none,none,1,m,67,1997,1987,unavail,driver,0,4,45:46:01
24-Oct,7490.842,alive,none,belted,1,m,67,1997,1989,unavail,driver,0,0,45:95:2
24-Oct,4606.243,alive,none,belted,1,f,67,1997,1991,unavail,driver,0,3,48:05:01
40-54,250.307,alive,none,none,1,m,67,1997,1986,unavail,driver,0,3,48:48:01
24-Oct,306.151,alive,airbag,belted,0,f,67,1997,1996,nodeploy,pass,0,3,48:61:2
24-Oct,92.237,alive,none,belted,1,f,67,1997,1996,unavail,pass,0,2,72:131:1
25-39,66.553,alive,airbag,belted,0,m,67,1997,1997,deploy,driver,1,2,74:63:2
24-Oct,12.899,alive,airbag,belted,1,m,67,1997,1996,deploy,driver,1,3,74:70:2
24-Oct,404.251,alive,none,belted,0,f,67,1997,1983,unavail,driver,0,0,74:105:2
40-54,44.669,alive,none,belted,1,f,67,1997,1987,unavail,driver,0,3,75:134:1
25-39,3.028,alive,none,none,1,m,67,1997,1980,unavail,pass,0,1,79:159:1
25-39,39.582,alive,airbag,belted,1,f,67,1998,1995,deploy,driver,1,1,0.144456019
24-Oct,135.833,alive,none,none,1,f,67,1998,1991,unavail,pass,0,3,0.256956019
25-39,694.606,alive,none,none,1,m,67,1998,1992,unavail,pass,0,2,0.402094907
25-39,694.606,alive,none,belted,0,f,67,1998,1992,unavail,pass,0,2,0.402106481
25-39,24.906,alive,airbag,belted,1,f,67,1998,1993,deploy,driver,1,3,0.436134259
25-39,49.483,alive,airbag,belted,0,m,67,1998,1996,deploy,driver,1,3,0.507662037
24-Oct,935.853,alive,none,belted,1,f,67,1998,1990,unavail,driver,0,1,13:25:01
25-39,81.517,alive,none,belted,0,m,67,1998,1985,unavail,driver,0,2,0.61599537
24-Oct,173.971,alive,none,belted,1,m,67,1998,1993,unavail,driver,0,3,0.69099537
25-39,16.738,alive,none,belted,1,m,67,1998,1994,unavail,driver,0,2,41:36:01
24-Oct,468.172,alive,none,belted,1,f,67,1998,1987,unavail,driver,0,3,41:141:2
24-Oct,794.845,alive,none,belted,0,f,67,1998,1991,unavail,driver,0,1,43:63:2
24-Oct,49.768,alive,none,belted,1,f,67,1998,1990,unavail,driver,0,0,43:93:2
24-Oct,401.516,alive,none,belted,1,f,67,1998,1984,unavail,driver,0,1,43:107:2
24-Oct,1075.683,alive,airbag,belted,1,m,67,1998,1998,nodeploy,driver,0,1,45:68:1
25-39,74.999,alive,none,none,1,f,67,1998,1991,unavail,pass,0,3,45:81:2
25-39,284.626,alive,none,belted,1,m,67,1998,1988,unavail,driver,0,3,48:68:2
1-9km/h,444.284,alive,airbag,belted,0,m,67,1998,1998,nodeploy,driver,0,0,73:52:01
24-Oct,566.766,alive,none,none,1,f,67,1998,1987,unavail,pass,0,1,73:60:1
1-9km/h,713.674,alive,none,belted,1,m,67,1998,1983,unavail,driver,0,0,73:124:1
25-39,12.872,alive,none,belted,0,f,67,1998,1990,unavail,driver,0,3,74:153:2
25-39,3.856,alive,none,none,1,m,67,1998,1988,unavail,pass,0,3,79:49:02
24-Oct,2.875,alive,none,belted,1,m,67,1998,1989,unavail,driver,0,0,79:51:02
24-Oct,3.856,alive,none,belted,1,f,67,1998,1987,unavail,driver,0,3,79:99:1
24-Oct,18.882,alive,airbag,belted,1,m,67,1998,1995,deploy,driver,1,2,79:196:2
40-54,50.594,dead,none,belted,0,m,67,1999,1986,unavail,driver,0,4,2:43:01
25-39,50.594,dead,none,none,1,m,67,1999,1986,unavail,driver,0,4,0.140289352
25-39,43.99,alive,airbag,none,1,m,67,1999,1997,deploy,driver,1,3,4:03:02
25-39,10.943,alive,airbag,belted,1,f,67,1999,1995,deploy,driver,1,0,0.323622685
24-Oct,1206.745,alive,none,belted,0,m,67,1999,1988,unavail,driver,0,0,0.536122685
24-Oct,143.193,alive,airbag,belted,1,m,67,1999,1995,nodeploy,driver,0,0,0.554884259
24-Oct,483.804,alive,airbag,belted,1,f,67,1999,1998,deploy,driver,1,1,0.631261574
24-Oct,428.968,alive,none,none,1,m,67,1999,1984,unavail,driver,0,1,0.651400463
40-54,148.255,alive,none,belted,1,m,67,1999,1988,unavail,driver,0,1,0.587511574
25-39,51.832,alive,airbag,belted,0,f,67,1999,1997,deploy,pass,1,3,43:157:1
24-Oct,44.738,alive,none,belted,1,m,67,1999,1978,unavail,driver,0,2,45:05:01
24-Oct,61.112,alive,none,none,1,m,67,1999,1987,unavail,driver,0,3,45:22:02
25-39,53.421,alive,airbag,none,1,f,67,1999,1999,deploy,driver,1,3,45:211:1
24-Oct,453.076,alive,airbag,belted,1,f,67,1999,1994,deploy,driver,1,3,48:83:1
24-Oct,197.541,alive,airbag,belted,1,m,67,1999,1998,nodeploy,driver,0,0,48:154:2
1-9km/h,11.738,alive,airbag,belted,1,f,67,1999,1997,nodeploy,driver,0,0,49:64:1
24-Oct,10.917,alive,airbag,belted,1,m,67,1999,1996,deploy,driver,1,3,49:125:2
25-39,11.738,alive,none,belted,1,m,67,1999,1990,unavail,driver,0,3,49:156:2
40-54,100.397,alive,airbag,belted,1,m,67,1999,1992,deploy,driver,1,2,73:37:01
24-Oct,1556.095,alive,airbag,belted,0,f,67,1999,1993,nodeploy,pass,0,1,73:85:2
24-Oct,18.331,alive,airbag,belted,0,m,67,1999,1992,nodeploy,driver,0,0,74:66:2
24-Oct,190.903,alive,airbag,belted,0,m,67,1999,1998,deploy,driver,1,0,74:68:2
40-54,46.328,alive,airbag,belted,0,f,67,1999,1995,nodeploy,pass,0,3,75:04:01
24-Oct,102.385,alive,airbag,belted,1,f,67,1999,1997,deploy,driver,1,2,75:25:02
24-Oct,468.121,alive,airbag,belted,1,f,67,1999,1993,deploy,driver,1,0,75:87:1
24-Oct,196.034,alive,none,belted,1,f,67,1999,1989,unavail,pass,0,3,75:126:2
24-Oct,51.81,alive,airbag,belted,1,m,67,1999,1994,deploy,driver,1,2,78:77:2
24-Oct,63.781,alive,airbag,belted,0,m,67,1999,1999,nodeploy,pass,0,2,82:37:01
40-54,48.754,alive,airbag,belted,0,m,67,2000,1995,deploy,driver,1,3,2:28:01
24-Oct,19.216,alive,none,belted,1,f,67,2000,1987,unavail,pass,0,2,4:24:01
24-Oct,31.447,alive,none,belted,0,f,67,2000,1989,unavail,driver,0,3,4:55:02
25-39,39.752,alive,airbag,none,1,f,67,2000,1995,deploy,pass,1,3,0.227094907
24-Oct,298.403,alive,airbag,belted,1,m,67,2000,1997,deploy,pass,1,1,0.25974537
24-Oct,2225.146,alive,none,belted,1,m,67,2000,1986,unavail,driver,0,0,0.395844907
25-39,20.506,alive,none,belted,1,m,67,2000,1988,unavail,driver,0,3,0.475717593
25-39,54.339,alive,airbag,none,0,f,67,2000,1997,deploy,driver,1,3,0.571539352
25-39,115.333,alive,airbag,belted,1,m,67,2000,1999,deploy,driver,1,2,0.602094907
25-39,29.757,alive,none,belted,1,m,67,2000,1991,unavail,driver,0,3,0.60349537
24-Oct,1267.452,alive,none,belted,0,m,67,2000,1982,unavail,driver,0,0,0.588206019
24-Oct,205.266,alive,airbag,belted,1,f,67,2000,1997,nodeploy,pass,0,1,0.606273148
24-Oct,17.398,alive,airbag,belted,0,m,67,2000,1999,deploy,driver,1,1,41:112:1
40-54,554.928,alive,airbag,belted,0,f,67,2000,1996,nodeploy,driver,0,2,43:85:1
40-54,59.424,dead,airbag,belted,1,m,67,2000,1996,deploy,driver,1,3,43:99:1
1-9km/h,198.591,alive,none,belted,1,m,67,2000,1988,unavail,driver,0,0,48:100:3
25-39,192.197,alive,airbag,belted,0,m,67,2000,1997,nodeploy,driver,0,1,49:191:2
24-Oct,10.778,alive,airbag,belted,1,f,67,2000,1999,nodeploy,pass,0,3,72:62:2
24-Oct,329.115,alive,none,belted,0,m,67,2000,1987,unavail,driver,0,1,73:81:1
25-39,5.032,alive,airbag,belted,1,m,67,2000,1990,deploy,driver,1,2,79:131:2
24-Oct,108.809,alive,none,belted,0,m,67,2000,1988,unavail,driver,0,0,81:01:02
24-Oct,669.8,alive,none,belted,1,f,67,2001,1993,unavail,pass,0,2,0.147233796
25-39,106.289,alive,airbag,none,0,m,67,2001,1996,deploy,driver,1,2,5:16:02
25-39,106.289,dead,airbag,belted,0,f,67,2001,1996,deploy,pass,1,4,5:16:02
24-Oct,140.893,alive,airbag,belted,1,f,67,2001,1995,deploy,pass,1,1,11:43:01
24-Oct,201.53,alive,airbag,belted,1,m,67,2001,1997,deploy,driver,1,1,0.584050926
25-39,215.586,alive,airbag,belted,1,m,67,2001,1999,deploy,driver,1,2,0.595856481
40-54,78.106,alive,airbag,belted,1,f,67,2001,1995,deploy,driver,1,3,0.616689815
25-39,143.954,alive,airbag,belted,0,f,67,2001,2001,nodeploy,driver,0,1,0.618078704
24-Oct,801.985,alive,airbag,belted,1,f,67,2001,1993,nodeploy,pass,0,0,43:74:3
25-39,132.039,alive,airbag,belted,1,f,67,2001,1998,deploy,driver,1,1,43:91:4
24-Oct,411.951,alive,airbag,belted,0,m,67,2001,1998,nodeploy,driver,0,2,43:98:1
40-54,1302.661,alive,airbag,belted,1,f,67,2001,1996,deploy,driver,1,1,45:30:01
24-Oct,220.621,alive,none,none,0,f,67,2001,1989,unavail,pass,0,0,48:103:1
25-39,220.621,alive,airbag,belted,1,m,67,2001,1998,deploy,driver,1,0,48:103:2
24-Oct,817.872,alive,none,belted,0,m,67,2001,1987,unavail,driver,0,0,72:10:01
24-Oct,65.996,alive,airbag,belted,1,m,67,2001,1996,deploy,driver,1,2,72:203:1
24-Oct,43.667,alive,none,none,1,m,67,2001,1993,unavail,driver,0,3,73:31:02
25-39,48.468,alive,none,none,1,m,67,2001,1987,unavail,driver,0,0,74:137:2
24-Oct,811.932,alive,airbag,belted,0,m,67,2001,1999,nodeploy,driver,0,0,74:138:1
25-39,766.578,alive,airbag,belted,1,f,67,2001,1997,deploy,driver,1,1,75:115:2
24-Oct,39.373,dead,none,none,1,m,67,2001,1986,unavail,driver,0,3,75:157:1
24-Oct,1120.136,alive,none,belted,1,m,67,2001,1987,unavail,driver,0,0,76:33:01
24-Oct,178.651,alive,airbag,belted,0,m,67,2001,1999,nodeploy,driver,0,3,76:58:02
25-39,109.995,alive,airbag,none,1,m,67,2001,1999,deploy,pass,1,3,76:125:2
24-Oct,132.038,alive,airbag,belted,1,f,67,2001,1998,deploy,pass,1,3,78:16:02
24-Oct,189.772,alive,airbag,belted,1,m,67,2002,2001,deploy,pass,1,1,0.152106481
24-Oct,1334.46,alive,airbag,belted,0,m,67,2002,1998,nodeploy,driver,0,0,4:56:02
24-Oct,449.098,alive,airbag,belted,1,m,67,2002,1997,deploy,driver,1,2,0.429178241
40-54,7.752,alive,airbag,belted,1,f,67,2002,1999,deploy,driver,1,3,0.432650463
24-Oct,115.731,alive,airbag,belted,0,m,67,2002,2003,nodeploy,driver,0,0,0.604178241
55+,79.759,dead,airbag,none,1,f,67,2002,1993,deploy,driver,1,3,0.633356481
40-54,30.06,alive,none,belted,1,m,67,2002,1982,unavail,driver,0,2,43:282:1
40-54,42.379,dead,none,none,0,f,67,2002,1989,unavail,driver,0,4,45:68:1
24-Oct,53.342,alive,airbag,belted,1,m,67,2002,1998,deploy,driver,1,3,45:140:1
24-Oct,453.145,alive,airbag,belted,1,f,67,2002,2000,deploy,pass,1,3,48:53:02
24-Oct,278.966,alive,airbag,belted,1,m,67,2002,1999,deploy,pass,1,3,48:215:1
24-Oct,35.466,alive,none,belted,1,f,67,2002,1993,unavail,driver,0,1,73:03:02
24-Oct,13.991,alive,none,none,1,m,67,2002,1995,unavail,driver,0,1,74:08:01
24-Oct,1511.939,alive,none,belted,1,f,67,2002,1991,unavail,driver,0,1,75:29:01
24-Oct,103.239,alive,airbag,belted,0,m,67,2002,2000,nodeploy,driver,0,1,75:139:1
24-Oct,0,alive,airbag,belted,0,f,67,2002,2000,nodeploy,pass,0,0,75:501:2
24-Oct,142.581,alive,airbag,belted,1,m,67,2002,1997,deploy,driver,1,1,78:16:01
24-Oct,538.79,alive,airbag,belted,1,m,67,2002,1991,nodeploy,driver,0,3,78:41:02
24-Oct,5.981,alive,airbag,belted,1,m,67,2002,1995,nodeploy,driver,0,0,82:09:02
24-Oct,128.178,alive,airbag,belted,1,m,68,1997,1994,deploy,driver,1,1,4:20:02
24-Oct,43.438,alive,none,none,0,m,68,1997,1991,unavail,driver,0,0,0.239606481
25-39,22.095,alive,none,none,0,m,68,1997,1989,unavail,driver,0,1,0.304884259
25-39,22.095,alive,none,none,0,f,68,1997,1989,unavail,pass,0,3,0.304884259
24-Oct,404.972,alive,none,belted,1,m,68,1997,1988,unavail,driver,0,5,0.379178241
25-39,685.444,alive,none,none,1,m,68,1997,1990,unavail,driver,0,2,0.440983796
25-39,49.775,alive,airbag,belted,1,f,68,1997,1997,nodeploy,driver,0,3,11:55:01
25-39,488.898,alive,none,belted,1,m,68,1997,1988,unavail,driver,0,1,0.539594907
24-Oct,55.613,alive,airbag,belted,1,m,68,1997,1991,deploy,driver,1,3,12:21:02
25-39,30.29,alive,none,belted,0,m,68,1997,1993,unavail,driver,0,3,0.605578704
24-Oct,87.135,alive,none,belted,1,m,68,1997,1985,unavail,driver,0,0,0.675023148
25-39,44.992,alive,airbag,belted,0,f,68,1997,1996,nodeploy,driver,0,3,41:94:1
24-Oct,24.818,alive,airbag,belted,0,f,68,1997,1994,deploy,driver,1,3,41:139:1
24-Oct,38.595,alive,airbag,belted,0,f,68,1997,1994,deploy,driver,1,3,43:157:2
24-Oct,1048.323,alive,airbag,belted,0,m,68,1997,1996,deploy,driver,1,1,45:30:01
24-Oct,1048.323,alive,airbag,belted,0,f,68,1997,1996,deploy,pass,1,2,45:30:01
24-Oct,1386.393,alive,none,belted,1,f,68,1997,1989,unavail,driver,0,2,45:100:2
24-Oct,104.716,alive,airbag,belted,0,m,68,1997,1990,deploy,driver,1,2,45:123:2
24-Oct,104.936,alive,none,belted,1,f,68,1997,1987,unavail,driver,0,3,45:128:2
25-39,1045.404,alive,airbag,belted,1,m,68,1997,1996,deploy,driver,1,0,73:60:2
40-54,24.31,alive,none,belted,1,f,68,1997,1990,unavail,driver,0,1,73:93:2
25-39,1856.081,alive,none,belted,1,f,68,1997,1990,unavail,driver,0,2,75:22:01
24-Oct,449.867,alive,airbag,belted,0,f,68,1997,1995,deploy,driver,1,2,75:136:1
40-54,14.35,alive,airbag,none,1,m,68,1998,1994,deploy,driver,1,0,0.175706019
24-Oct,47.997,dead,none,belted,1,f,68,1998,1988,unavail,driver,0,3,0.225011574
24-Oct,43.288,alive,none,none,0,m,68,1998,1990,unavail,driver,0,3,0.236122685
40-54,59.078,alive,none,none,0,m,68,1998,1987,unavail,driver,0,3,5:02:02
55+,21.671,alive,none,belted,1,m,68,1998,1991,unavail,driver,0,2,0.327094907
24-Oct,41.818,alive,airbag,belted,0,f,68,1998,1992,deploy,driver,1,3,9:13:01
40-54,49.69,alive,none,belted,1,f,68,1998,1984,unavail,driver,0,3,0.565983796
24-Oct,31.155,alive,none,none,1,m,68,1998,1989,unavail,driver,0,0,12:23:01
24-Oct,60.441,alive,none,belted,1,f,68,1998,1989,unavail,pass,0,3,0.626412037
25-39,47.503,alive,airbag,belted,1,m,68,1998,1996,deploy,driver,1,0,43:302:2
24-Oct,1605.289,alive,airbag,belted,1,m,68,1998,1993,deploy,driver,1,1,45:38:01
1-9km/h,257.265,alive,none,belted,0,m,68,1998,1987,unavail,driver,0,3,48:106:2
24-Oct,24.166,alive,none,none,1,f,68,1998,1988,unavail,pass,0,3,73:71:1
24-Oct,5059.919,alive,airbag,belted,1,f,68,1998,1995,deploy,pass,1,0,73:113:2
24-Oct,13.344,alive,none,belted,1,m,68,1998,1985,unavail,driver,0,3,74:93:1
40-54,18.55,alive,none,none,1,m,68,1998,1984,unavail,driver,0,3,74:113:1
25-39,552.795,alive,none,belted,1,f,68,1998,1986,unavail,driver,0,0,75:82:1
24-Oct,72.791,alive,airbag,belted,1,f,68,1998,1994,deploy,driver,1,2,78:41:02
24-Oct,36.726,alive,none,belted,1,m,68,1998,1989,unavail,driver,0,2,79:79:2
24-Oct,456.916,alive,none,belted,0,f,68,1998,1985,unavail,driver,0,0,79:192:1
24-Oct,121.86,alive,airbag,belted,1,m,68,1999,1998,nodeploy,driver,0,3,2:07:01
55+,50.594,dead,none,none,1,f,68,1999,1988,unavail,driver,0,4,2:52:01
24-Oct,25.089,alive,airbag,belted,1,m,68,1999,1998,deploy,driver,1,6,4:24:01
25-39,10.943,alive,airbag,belted,1,m,68,1999,1995,deploy,pass,1,0,0.323622685
25-39,2282.694,alive,none,none,0,m,68,1999,1989,unavail,driver,0,1,0.59099537
24-Oct,246.946,alive,airbag,belted,1,f,68,1999,1996,nodeploy,pass,0,1,0.64099537
24-Oct,2750.406,alive,airbag,belted,1,f,68,1999,1994,deploy,pass,1,2,45:12:01
24-Oct,49.406,alive,none,none,0,m,68,1999,1988,unavail,driver,0,2,45:104:2
40-54,492.397,alive,none,belted,1,f,68,1999,1991,unavail,pass,0,3,48:68:1
25-39,34.219,alive,none,none,0,m,68,1999,1983,unavail,driver,0,3,72:43:01
55+,29.052,dead,none,none,1,m,68,1999,1985,unavail,driver,0,4,73:99:2
24-Oct,2570.568,alive,airbag,belted,1,m,68,1999,1992,deploy,driver,1,0,73:122:1
24-Oct,139.443,alive,none,belted,1,f,68,1999,1987,unavail,driver,0,1,74:71:1
24-Oct,21.383,alive,airbag,belted,1,f,68,1999,1999,nodeploy,driver,0,1,79:164:2
25-39,20.531,alive,airbag,belted,1,f,68,1999,1994,deploy,pass,1,3,81:67:2
25-39,10.266,alive,none,none,1,m,68,1999,1963,unavail,driver,0,3,81:91:2
24-Oct,99.264,alive,none,belted,0,m,68,2000,1985,unavail,driver,0,3,2:48:01
24-Oct,154.489,alive,none,none,0,f,68,2000,1993,unavail,pass,0,1,3:17:02
24-Oct,19.216,alive,none,belted,1,m,68,2000,1987,unavail,driver,0,2,4:24:01
24-Oct,120.25,alive,none,belted,0,m,68,2000,1993,unavail,pass,0,1,0.270856481
40-54,31.584,alive,airbag,none,1,f,68,2000,1998,deploy,driver,1,3,5:53:01
24-Oct,503.754,alive,airbag,belted,1,f,68,2000,1998,deploy,pass,1,1,0.377094907
24-Oct,675.962,alive,airbag,belted,0,f,68,2000,1995,nodeploy,driver,0,0,0.430590278
24-Oct,651.211,alive,none,belted,1,m,68,2000,1979,unavail,driver,0,0,0.454189815
24-Oct,33.153,alive,airbag,belted,0,m,68,2000,1995,nodeploy,driver,0,0,9:57:01
24-Oct,33.153,alive,airbag,belted,1,m,68,2000,1999,deploy,driver,1,1,9:57:02
55+,61.5,alive,none,belted,1,f,68,2000,1990,unavail,pass,0,2,11:07:02
25-39,53.618,alive,airbag,belted,0,m,68,2000,1998,nodeploy,driver,0,2,11:11:01
24-Oct,53.618,alive,airbag,belted,1,f,68,2000,1998,deploy,driver,1,3,11:11:02
24-Oct,376.257,alive,none,none,1,m,68,2000,1989,unavail,driver,0,0,12:08:01
25-39,212.053,alive,airbag,belted,1,f,68,2000,1996,deploy,pass,1,NA,0.551400463
24-Oct,996.569,alive,airbag,belted,0,f,68,2000,1999,nodeploy,driver,0,0,0.654189815
40-54,67.802,alive,none,belted,1,m,68,2000,1989,unavail,driver,0,3,0.654884259
24-Oct,1923.103,alive,none,belted,0,m,68,2000,1981,unavail,driver,0,0,0.680578704
25-39,22.693,alive,airbag,none,0,f,68,2000,1999,nodeploy,driver,0,3,41:70:1
1-9km/h,547.781,alive,airbag,belted,0,m,68,2000,1998,nodeploy,driver,0,0,43:128:1
55+,45.231,alive,none,belted,0,f,68,2000,1993,unavail,driver,0,3,45:06:01
25-39,48.027,alive,none,belted,0,f,68,2000,1989,unavail,pass,0,2,45:45:01
25-39,1667.941,alive,none,belted,0,f,68,2000,1989,unavail,pass,0,2,45:75:2
25-39,90.5,alive,airbag,belted,1,f,68,2000,1996,deploy,driver,1,3,45:207:3
24-Oct,358.032,alive,airbag,belted,1,f,68,2000,1997,deploy,pass,1,3,48:140:1
24-Oct,402.147,alive,airbag,belted,1,m,68,2000,1995,deploy,driver,1,0,48:166:2
24-Oct,449.354,alive,none,belted,1,f,68,2000,1986,unavail,driver,0,1,49:183:2
40-54,23.081,alive,airbag,none,0,f,68,2000,1999,nodeploy,driver,0,NA,73:44:01
25-39,209.529,alive,none,belted,0,m,68,2000,1985,unavail,driver,0,1,79:164:2
24-Oct,11.862,alive,none,none,1,m,68,2000,1991,unavail,driver,0,0,81:84:1
24-Oct,13.025,alive,airbag,belted,1,f,68,2001,1995,deploy,driver,1,4,4:27:01
24-Oct,211.178,alive,airbag,belted,1,f,68,2001,1999,nodeploy,driver,0,2,5:57:01
25-39,185.377,alive,airbag,belted,1,f,68,2001,1999,deploy,driver,1,2,0.254189815
24-Oct,548.637,alive,none,none,0,f,68,2001,1986,unavail,driver,0,0,0.259050926
24-Oct,245.528,alive,none,belted,0,m,68,2001,1987,unavail,driver,0,0,0.311828704
25-39,140.203,alive,airbag,belted,0,m,68,2001,1998,nodeploy,driver,0,2,0.456956019
24-Oct,1578.52,alive,airbag,belted,1,f,68,2001,1996,deploy,driver,1,1,0.468773148
24-Oct,140.893,alive,airbag,belted,1,m,68,2001,1995,deploy,driver,1,1,11:43:01
24-Oct,279.331,alive,airbag,belted,1,f,68,2001,2000,deploy,driver,1,2,0.565289352
24-Oct,331.543,alive,airbag,belted,1,f,68,2001,1999,deploy,pass,1,2,0.606273148
24-Oct,215.232,alive,airbag,belted,0,f,68,2001,1995,deploy,driver,1,2,0.579178241
24-Oct,215.232,alive,airbag,belted,1,f,68,2001,1999,deploy,driver,1,0,0.579189815
24-Oct,147.239,alive,airbag,belted,1,m,68,2001,1994,nodeploy,driver,0,3,0.600023148
24-Oct,147.239,alive,airbag,belted,1,f,68,2001,1994,nodeploy,pass,0,3,0.600023148
40-54,29.166,alive,none,belted,1,f,68,2001,1987,unavail,pass,0,3,41:90:1
25-39,680.003,alive,airbag,none,0,m,68,2001,1993,nodeploy,driver,0,3,41:140:1
25-39,54.303,alive,airbag,none,0,f,68,2001,1993,deploy,driver,1,3,45:48:02
25-39,815.222,alive,airbag,belted,0,f,68,2001,2000,deploy,driver,1,3,48:74:1
24-Oct,891.479,alive,airbag,belted,0,m,68,2001,1998,deploy,pass,1,0,48:189:1
25-39,11.791,alive,airbag,belted,1,f,68,2001,2000,deploy,driver,1,2,49:264:1
24-Oct,70.037,alive,airbag,belted,1,m,68,2001,1995,deploy,driver,1,2,72:30:02
25-39,56.04,alive,none,belted,0,m,68,2001,1990,unavail,driver,0,3,73:153:2
24-Oct,12.442,alive,airbag,none,1,f,68,2001,1997,deploy,pass,1,3,74:89:2
1-9km/h,151.441,alive,airbag,belted,0,f,68,2001,2000,nodeploy,pass,0,2,76:14:02
25-39,22.585,alive,none,belted,1,m,68,2001,1990,unavail,driver,0,3,81:31:02
25-39,17.081,alive,airbag,belted,1,f,68,2001,1994,deploy,driver,1,2,82:92:1
24-Oct,278.589,alive,airbag,belted,0,m,68,2002,1998,nodeploy,driver,0,0,0.138217593
24-Oct,75.24,dead,airbag,none,1,m,68,2002,2000,deploy,driver,1,4,0.162511574
25-39,343.462,alive,airbag,belted,1,m,68,2002,1999,deploy,driver,1,1,4:24:01
25-39,3096.434,alive,none,belted,0,f,68,2002,1988,unavail,driver,0,0,4:36:01
24-Oct,1334.46,alive,airbag,belted,0,f,68,2002,1998,nodeploy,pass,0,1,4:56:02
24-Oct,480.083,alive,airbag,belted,0,f,68,2002,1995,nodeploy,driver,0,1,0.377800926
25-39,1632.059,alive,airbag,belted,0,f,68,2002,1998,nodeploy,driver,0,0,0.464606481
24-Oct,124.983,alive,airbag,none,1,m,68,2002,1998,deploy,driver,1,1,0.495150463
40-54,51.951,dead,airbag,none,1,m,68,2002,2000,deploy,driver,1,4,0.472233796
25-39,258.505,alive,airbag,none,1,m,68,2002,1995,deploy,driver,1,2,0.671539352
25-39,44.303,alive,airbag,belted,1,m,68,2002,1996,deploy,driver,1,3,41:65:2
40-54,16.26,alive,airbag,none,0,f,68,2002,1994,deploy,driver,1,3,41:113:1
24-Oct,52.871,alive,airbag,belted,0,m,68,2002,1998,deploy,driver,1,1,41:119:1
25-39,48.464,alive,airbag,belted,0,m,68,2002,2000,nodeploy,driver,0,3,45:19:02
55+,1,alive,airbag,none,1,m,68,2002,2000,deploy,pass,1,3,47:39:02
24-Oct,161.677,alive,airbag,belted,0,f,68,2002,1992,nodeploy,driver,0,3,48:201:1
40-54,10.619,alive,airbag,none,1,m,68,2002,1998,deploy,driver,1,1,49:74:2
24-Oct,682.785,alive,airbag,belted,1,m,68,2002,1999,deploy,driver,1,0,73:177:1
24-Oct,324.271,alive,airbag,belted,1,m,68,2002,1994,deploy,driver,1,0,74:127:1
